id,title,category,description,image,price
PH-BEL-030,Secador de Pelo Mi Water,Belleza,Tecnología iónica - Secado rápido,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/miwater-hairdryer.jpg,3268
PH-COC-031,Prensa para Hamburguesas,Cocina,Molde antiadherente - Fácil de usar,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/burger-press.jpg,488
PH-COC-032,Exprimidor de Jugos,Cocina,Eléctrico - Fácil limpieza,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/juice-extractor.jpg,1120
PH-ENT-033,Android TV Xiaomi,Entretenimiento,Smart TV Box - Streaming en 4K,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/xiaomi-android-tv.jpg,2762
PH-COC-034,Batidora Niza,Cocina,Múltiples velocidades - Potente motor,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/niza-mixer.jpg,1202
PH-COC-035,Licuadora Niza,Cocina,Vaso de vidrio - Alta potencia,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/niza-blender.jpg,1482
PH-COC-036,Licuadora Trituradora Boma,Cocina,Multiuso - Cuchillas de acero inoxidable,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/boma-blender.jpg,1682
PH-COC-037,Licuadora Classic Niza,Cocina,Diseño clásico - Rendimiento confiable,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/niza-classic-blender.jpg,1164
PH-COC-038,Licuadora Niza Acero,Cocina,Base de acero inoxidable - Durabilidad superior,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/niza-steel-blender.jpg,1634
PH-COC-039,Batidora Niza con Bowl,Cocina,Incluye recipiente - Múltiples accesorios,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/niza-bowl-mixer.jpg,1202
PH-HOG-040,Balanza Electrónica Doméstica,Hogar,Precisa y compacta - Pantalla digital,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/domestic-scale.jpg,1500
PH-BEL-041,Calentador de Cera Prowax,Belleza,Para depilación - Control de temperatura,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/prowax-warmer.jpg,598
PH-AUD-042,Parlante Multimedia,Audio,Conexión USB - Sonido envolvente,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/multimedia-speaker.jpg,1590
PH-BEL-043,Secador de Pelo Sonifer,Belleza,Potente - Múltiples temperaturas,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/sonifer-hairdryer.jpg,1200
PH-JAR-044,Manguera 30 Metros,Jardín,Flexible y resistente - Alta durabilidad,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/garden-hose-30m.jpg,600
PH-COC-045,Jarra Eléctrica,Cocina,Hervidor rápido - Apagado automático,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/electric-kettle.jpg,978
